"Customer ID","Product ID"
DS-13180,OFF-ST-10002485
VD-21670,FUR-CH-10004860
VD-21670,FUR-CH-10004477
EA-14035,OFF-BI-10001679
CS-12400,FUR-TA-10001705
CS-12400,FUR-TA-10003473
CS-12400,OFF-BI-10001679
CS-12400,FUR-FU-10004017
CS-12400,TEC-AC-10003832
DB-13120,OFF-PA-10002479
KL-16645,OFF-PA-10003349
KL-16645,FUR-FU-10000576
KL-16645,FUR-FU-10004351
KL-16645,TEC-PH-10000011
KL-16645,FUR-TA-10002607
KL-16645,FUR-FU-10002505
KL-16645,OFF-AR-10004685
DW-13480,FUR-CH-10004063
DW-13480,OFF-ST-10002276
DW-13480,OFF-PA-10004082
DW-13480,OFF-AP-10002945
DW-13480,OFF-PA-10000061
LH-17155,FUR-CH-10002965
KC-16540,OFF-PA-10004569
KC-16540,TEC-AC-10003832
DL-13315,OFF-ST-10001228
DL-13315,OFF-EN-10003296
DR-12880,FUR-FU-10002505
DR-12880,OFF-ST-10001590
DR-12880,TEC-PH-10001580
CC-12670,TEC-AC-10000290
CC-12670,OFF-ST-10002790
CC-12670,OFF-BI-10003460
Dl-13600,OFF-AP-10002203
SB-20290,TEC-MA-10000822
SB-20290,TEC-MA-10003353
RC-19825,TEC-PH-10001433
AH-10210,TEC-AC-10004469
CB-12535,OFF-AR-10003602
PG-18895,OFF-FA-10003472
CA-12310,OFF-ST-10004180
CA-12310,OFF-EN-10004386
KH-16690,OFF-ST-10003208
HA-14920,TEC-AC-10003628
HA-14920,FUR-FU-10003274
HA-14920,OFF-BI-10002557
BB-10990,OFF-AR-10001427
AG-10495,OFF-PA-10000673
AG-10495,OFF-ST-10000876
AG-10495,OFF-LA-10002043
SC-20725,OFF-BI-10004967
SC-20725,TEC-PH-10001760
JO-15280,FUR-TA-10002903
TB-21520,OFF-PA-10000474
TB-21520,TEC-AC-10001956
TB-21520,OFF-PA-10004100
AH-10195,OFF-BI-10000778
AH-10195,OFF-AP-10002684
AH-10195,OFF-SU-10000646
NZ-18565,OFF-FA-10002983
NZ-18565,OFF-LA-10004689
NZ-18565,TEC-AC-10002001
NZ-18565,FUR-BO-10004709
KL-16555,FUR-FU-10004091
KL-16555,FUR-CH-10001891
KL-16555,FUR-FU-10002918
KL-16555,OFF-BI-10004593
KL-16555,OFF-FA-10004854
JD-15895,OFF-PA-10002105
JD-15895,OFF-PA-10004243
JD-15895,FUR-FU-10001861
JD-15895,OFF-BI-10002706
JH-15910,FUR-TA-10002533
AS-10225,FUR-FU-10002671
KB-16600,OFF-AR-10003651
CR-12625,OFF-BI-10001072
CR-12625,OFF-AR-10002135
SH-20395,OFF-AR-10002804
BP-11185,FUR-FU-10001918
BP-11185,FUR-CH-10004086
BP-11185,FUR-FU-10001756
BP-11185,OFF-LA-10000634
TS-21205,FUR-FU-10001588
AG-10525,TEC-PH-10002398
AG-10525,OFF-PA-10001937
SP-20860,OFF-AR-10003373
NM-18445,FUR-CH-10002602
NM-18445,TEC-MA-10002927
NM-18445,TEC-PH-10004093
NM-18445,TEC-AC-10000892
NM-18445,OFF-ST-10002974
FA-14230,OFF-FA-10000624
GK-14620,OFF-BI-10004593
GK-14620,TEC-AC-10001908
DJ-13510,FUR-FU-10001967
PO-18850,TEC-PH-10003645
PO-18850,OFF-ST-10000675
PO-18850,FUR-CH-10003312
PO-18850,OFF-LA-10001074
PO-18850,OFF-BI-10001524
JL-15850,TEC-PH-10004614
JL-15850,OFF-BI-10001153
JL-15850,OFF-BI-10001982
DB-13615,OFF-BI-10001922
DB-13615,TEC-CO-10001449
DB-13615,OFF-BI-10004140
AC-10420,OFF-BI-10003314
AC-10420,FUR-TA-10004575
JD-15895,OFF-AR-10000122
JD-15895,OFF-BI-10003656
JD-15895,OFF-FA-10002780
CS-12130,OFF-ST-10000107
CC-12550,TEC-PH-10002293
TD-20995,OFF-AR-10004027
TD-20995,OFF-PA-10000249
TD-20995,OFF-AR-10001374
AB-10060,TEC-AC-10000290
AB-10060,OFF-PA-10001970
AB-10060,OFF-BI-10002160
AB-10060,OFF-PA-10001970
AB-10060,OFF-BI-10004995
JL-15505,FUR-BO-10002268
JL-15505,OFF-EN-10001137
JL-15505,OFF-AR-10002399
JL-15505,OFF-PA-10002713
HK-14890,OFF-PA-10002666
VB-21745,OFF-AP-10001124
VB-21745,OFF-LA-10001158
KW-16435,OFF-LA-10001158
KW-16435,FUR-CH-10000785
KW-16435,OFF-AR-10003732
KW-16435,FUR-FU-10000023
JD-16060,OFF-ST-10001713
MK-17905,OFF-BI-10002412
MK-17905,OFF-SU-10001225
MK-17905,OFF-ST-10002406
MK-17905,FUR-BO-10002545
GT-14755,OFF-PA-10002036
GT-14755,OFF-ST-10002205
AG-10900,OFF-BI-10001982
AG-10900,TEC-AC-10003911
AG-10900,OFF-AR-10000658
AG-10900,TEC-AC-10002076
MM-18280,OFF-PA-10003039
AR-10405,FUR-TA-10004915
RA-19915,OFF-AP-10000696
RA-19915,OFF-ST-10003327
AS-10285,OFF-PA-10004734
AS-10285,OFF-BI-10002225
LA-16780,TEC-AC-10004708
DO-13435,FUR-TA-10000617
DO-13435,TEC-AC-10002335
DK-13225,TEC-MA-10001681
DK-13225,FUR-FU-10001935
NG-18430,OFF-AR-10004757
MV-18190,OFF-BI-10000050
MV-18190,TEC-AC-10001998
JG-15115,TEC-PH-10003012
JG-15115,TEC-CO-10002313
BP-11095,OFF-BI-10003982
VP-21730,OFF-BI-10004492
SS-20140,OFF-ST-10000798
SS-20140,OFF-PA-10002552
HP-14815,OFF-SU-10002573
AG-10675,OFF-ST-10001580
AG-10675,FUR-BO-10004834
AG-10675,OFF-ST-10000934
AG-10675,TEC-AC-10000158
LF-17185,OFF-PA-10001947
SP-20650,OFF-AR-10003478
RF-19840,OFF-AP-10004249
KH-16510,TEC-AC-10000158
KH-16510,TEC-CO-10004115
KH-16510,OFF-PA-10003724
KH-16510,FUR-TA-10002041
KH-16510,OFF-PA-10002893
KH-16510,OFF-LA-10003766
KH-16510,OFF-PA-10001970
KH-16510,FUR-BO-10001972
KH-16510,FUR-CH-10003956
KC-16675,OFF-PA-10000157
KC-16675,FUR-CH-10001891
CJ-12010,OFF-AR-10004344
PB-19150,FUR-CH-10004886
VB-21745,OFF-PA-10003845
SP-20860,OFF-AR-10001573
SP-20860,OFF-EN-10000483
JE-15745,TEC-AC-10004114
MP-17965,FUR-FU-10004712
MP-17965,OFF-ST-10000918
NF-18385,FUR-CH-10000015
JM-15265,FUR-FU-10003347
JM-15265,OFF-BI-10001543
SD-20485,TEC-MA-10000029
KH-16630,OFF-AR-10000369
RB-19795,OFF-BI-10004584
RB-19795,TEC-AC-10004659
RB-19795,TEC-AC-10004659
RB-19795,OFF-ST-10000617
DB-13060,OFF-ST-10003306
MK-18160,OFF-BI-10000773
MK-18160,TEC-AC-10002600
PO-19180,TEC-MA-10002937
PO-19180,OFF-PA-10001970
BB-11545,OFF-PA-10002230
CV-12805,FUR-CH-10003396
PK-19075,FUR-FU-10000246
PK-19075,OFF-ST-10000060
PK-19075,OFF-ST-10003058
PK-19075,FUR-CH-10002372
PK-19075,OFF-LA-10001317
TB-21595,FUR-FU-10000206
RB-19360,OFF-AR-10000588
RB-19360,OFF-ST-10001469
RB-19360,OFF-AR-10001953
RB-19360,OFF-AR-10003156
RB-19360,OFF-AR-10004974
RB-19360,TEC-PH-10002365
EB-13705,FUR-TA-10001539
EB-13705,OFF-ST-10000142
KH-16630,TEC-AC-10001772
SC-20095,FUR-CH-10000225
NF-18385,FUR-CH-10002331
NF-18385,OFF-EN-10001415
JH-15985,OFF-AP-10002472
JH-15985,TEC-AC-10004571
JH-15985,OFF-BI-10001098
TN-21040,FUR-FU-10000023
TN-21040,FUR-TA-10001889
TN-21040,OFF-BI-10000315
TN-21040,OFF-SU-10003505
TN-21040,OFF-AP-10002578
JS-15940,FUR-FU-10002918
DS-13180,FUR-BO-10002824
CC-12670,OFF-BI-10002194
MH-17785,OFF-PA-10004071
JP-15520,OFF-ST-10002743
JP-15520,FUR-BO-10001601
JP-15520,TEC-PH-10002680
JP-15520,OFF-ST-10001321
JP-15520,OFF-PA-10003465
KH-16690,TEC-PH-10000149
JE-15475,FUR-FU-10002671
JG-15805,OFF-AR-10003045
JG-15805,OFF-ST-10000689
XP-21865,TEC-AC-10001445
EM-14065,OFF-AR-10002053
EM-14065,TEC-AC-10002567
MT-18070,OFF-LA-10003923
MT-18070,FUR-BO-10001337
MT-18070,TEC-PH-10001924
SA-20830,TEC-PH-10001363
CW-11905,TEC-PH-10000376
CW-11905,TEC-AC-10000303
CW-11905,OFF-AR-10001953
AJ-10960,OFF-ST-10001809
AJ-10960,OFF-EN-10003845
SS-20590,TEC-AC-10000991
RO-19780,FUR-TA-10001857
MD-17350,OFF-EN-10001434
SC-20095,OFF-BI-10002498
SC-20095,FUR-FU-10004864
SC-20095,FUR-CH-10002602
SC-20095,FUR-FU-10000073
MY-17380,OFF-BI-10001670
MY-17380,OFF-BI-10001658
MY-17380,FUR-CH-10001215
MY-17380,OFF-BI-10000831
MY-17380,OFF-PA-10000357
EB-13705,OFF-BI-10003274
CM-12385,OFF-AR-10001662
CM-12385,OFF-AR-10003856
CM-12385,OFF-ST-10001228
CM-12385,OFF-BI-10003527
LS-17245,FUR-FU-10001290
LS-17245,TEC-AC-10002399
LF-17185,OFF-AR-10002053
BN-11515,OFF-AR-10003811
BN-11515,OFF-AR-10001246
AD-10180,TEC-CO-10003236
AD-10180,OFF-ST-10004507
AD-10180,OFF-PA-10001667
AD-10180,OFF-ST-10004459
DB-13210,TEC-AC-10000171
DB-13210,OFF-ST-10000736
DB-13210,OFF-BI-10000285
MC-17605,FUR-TA-10001857
LH-17155,TEC-PH-10003555
LH-17155,TEC-AC-10003832
BD-11605,OFF-FA-10002815
PH-18790,FUR-CH-10003379
PH-18790,FUR-FU-10001756
MG-18145,OFF-ST-10004963
MG-18145,OFF-SU-10002881
MG-18145,OFF-EN-10001335
KB-16240,FUR-CH-10000595
JC-15340,FUR-FU-10000448
RL-19615,TEC-PH-10000984
RL-19615,OFF-BI-10002557
AA-10375,OFF-ST-10001325
EP-13915,OFF-BI-10002429
MP-17470,OFF-BI-10004528
DK-12985,OFF-AP-10001271
DK-12985,FUR-CH-10002647
BD-11500,TEC-AC-10001432
ES-14080,TEC-PH-10002262
LM-17065,OFF-ST-10001809
PG-18895,TEC-AC-10001465
PG-18895,TEC-PH-10002597
PG-18895,FUR-FU-10000723
AS-10135,OFF-BI-10000404
AS-10135,OFF-PA-10002986
DK-13225,OFF-ST-10000604
DK-13225,OFF-BI-10004738
DK-13225,OFF-SU-10001935
BD-11320,FUR-CH-10002024
RC-19960,FUR-FU-10003039
GT-14710,OFF-FA-10004248
DK-13225,OFF-ST-10001780
AJ-10945,OFF-AR-10003560
OT-18730,OFF-LA-10001297
OT-18730,FUR-TA-10004256
OT-18730,OFF-PA-10003441
LP-17080,FUR-FU-10003347
LP-17080,OFF-BI-10000069
CA-12775,OFF-AP-10003914
CA-12775,FUR-FU-10004020
JF-15490,OFF-FA-10003467
JF-15490,OFF-LA-10000634
FP-14320,TEC-PH-10002496
EB-13840,OFF-PA-10004530
EB-13840,OFF-BI-10001107
EB-13840,OFF-PA-10004451
EB-13840,FUR-CH-10004997
JF-15415,OFF-LA-10001297
JF-15415,OFF-FA-10000585
JF-15415,OFF-BI-10001922
JF-15415,TEC-PH-10000347
SF-20200,OFF-AR-10003394
TG-21640,OFF-PA-10004530
TG-21640,OFF-PA-10001450
TG-21640,OFF-SU-10001574
CS-11950,OFF-ST-10002974
CC-12145,OFF-SU-10004498
DV-13465,TEC-PH-10004977
DV-13465,TEC-PH-10000586
DV-13465,OFF-AP-10000358
DV-13465,OFF-BI-10002764
DV-13465,TEC-PH-10001254
BD-11725,FUR-CH-10003956
BD-11725,OFF-LA-10003930
ZC-21910,TEC-PH-10003800
ZC-21910,OFF-PA-10002005
ZC-21910,OFF-BI-10002498
ZC-21910,OFF-PA-10004101
MS-17830,OFF-AR-10004078
MS-17830,TEC-AC-10001266
LR-16915,OFF-AP-10004708
LR-16915,TEC-CO-10004115
LR-16915,TEC-PH-10002398
LR-16915,FUR-FU-10001979
TP-21130,OFF-SU-10004115
CK-12205,TEC-PH-10001425
CK-12205,TEC-PH-10003963
CK-12205,OFF-SU-10001574
AS-10240,OFF-ST-10001490
AS-10240,FUR-FU-10001756
AS-10240,OFF-BI-10000773
AS-10240,OFF-BI-10001543
AS-10240,OFF-PA-10002120
AR-10510,OFF-BI-10000848
AR-10510,OFF-AR-10001246
AR-10510,TEC-PH-10003092
NB-18655,TEC-PH-10003012
NB-18655,OFF-LA-10004345
GD-14590,OFF-PA-10001204
GD-14590,TEC-PH-10004667
CK-12595,TEC-PH-10000011
CK-12595,OFF-BI-10002949
NG-18355,FUR-FU-10003849
NG-18355,FUR-FU-10000010
NG-18355,OFF-BI-10002824
NG-18355,TEC-PH-10002538
NG-18355,FUR-FU-10000521
CA-12265,OFF-BI-10002103
SF-20965,FUR-CH-10004853
SF-20965,OFF-AP-10000179
SF-20965,OFF-ST-10001272
SF-20965,OFF-AR-10004042
MO-17800,FUR-FU-10000221
AT-10735,OFF-AP-10001563
FM-14380,OFF-ST-10001963
FM-14380,TEC-AC-10001267
FM-14380,TEC-PH-10002103
BD-11605,TEC-AC-10002857
BD-11605,OFF-LA-10003930
DJ-13420,FUR-CH-10001482
ME-17725,OFF-BI-10001989
ME-17725,OFF-AP-10003287
RB-19465,FUR-FU-10000576
RB-19465,OFF-BI-10004728
JD-16150,FUR-FU-10000732
JL-15835,OFF-ST-10000585
JL-15835,OFF-LA-10002787
SC-20305,TEC-AC-10003832
TW-21025,OFF-PA-10001934
CC-12430,OFF-AP-10002457
BB-10990,OFF-FA-10003112
BB-10990,OFF-AP-10002350
AR-10825,FUR-FU-10001935
AR-10825,TEC-PH-10003273
AR-10825,TEC-AC-10001142
SR-20740,OFF-PA-10000482
AR-10405,OFF-PA-10003892
AR-10405,TEC-AC-10001101
CR-12730,OFF-AP-10002439
CR-12730,OFF-BI-10002827
CR-12730,OFF-EN-10002230
EH-14125,FUR-CH-10001215
EH-14125,OFF-BI-10004654
CB-12025,OFF-ST-10001490
CB-12025,OFF-ST-10001511
CB-12025,FUR-TA-10001768
CB-12025,OFF-BI-10003981
SP-20545,OFF-ST-10001522
RC-19825,OFF-FA-10000621
TH-21235,OFF-SU-10004231
TH-21235,OFF-PA-10000474
TH-21235,TEC-PH-10004042
RP-19390,FUR-FU-10003096
MO-17800,FUR-FU-10002759
MO-17800,FUR-TA-10000688
TD-20995,OFF-AR-10001954
RB-19570,OFF-AP-10004532
RB-19570,OFF-PA-10002137
RB-19570,TEC-AC-10003832
CD-11980,OFF-AP-10000804
CD-11980,TEC-AC-10003614
CD-11980,FUR-FU-10003553
CD-11980,OFF-BI-10004632
DJ-13630,OFF-BI-10003305
DJ-13630,OFF-ST-10002583
DJ-13630,OFF-ST-10004507
GT-14635,TEC-MA-10004125
GT-14635,OFF-AP-10002457
MC-17845,TEC-AC-10003911
MC-17845,OFF-LA-10001934
MC-17845,OFF-PA-10000304
RA-19285,FUR-BO-10004015
NP-18325,FUR-FU-10004071
NP-18325,TEC-PH-10002033
NP-18325,OFF-ST-10002444
AB-10165,TEC-AC-10002253
AB-10165,OFF-PA-10000743
JO-15550,OFF-AR-10003373
JO-15550,OFF-LA-10002312
JO-15550,OFF-EN-10000927
JO-15550,OFF-LA-10003510
JO-15550,OFF-AR-10001118
JO-15550,OFF-BI-10001575
JO-15550,OFF-BI-10001982
Dl-13600,FUR-FU-10002960
AS-10285,FUR-FU-10003394
JK-15370,FUR-TA-10002774
BN-11470,OFF-PA-10001800
BN-11470,OFF-AP-10001469
BN-11470,TEC-AC-10002399
DP-13165,TEC-AC-10003628
DP-13165,FUR-BO-10003272
DP-13165,OFF-BI-10000050
TH-21550,OFF-PA-10004071
AP-10915,OFF-EN-10001219
RS-19765,OFF-AP-10001154
RS-19765,TEC-PH-10003012
RS-19765,TEC-AC-10001606
Dl-13600,OFF-BI-10003355
SV-20365,FUR-FU-10000010
KC-16540,FUR-FU-10002253
CK-12325,OFF-BI-10001658
CK-12325,FUR-FU-10000246
RD-19810,OFF-PA-10004092
MP-17965,FUR-TA-10000198
MP-17965,OFF-ST-10000036
MR-17545,FUR-FU-10000222
SC-20695,OFF-SU-10004664
JF-15355,OFF-EN-10001141
JF-15355,TEC-PH-10002170
EG-13900,OFF-PA-10001954
EG-13900,FUR-TA-10002228
EG-13900,OFF-ST-10004634
EG-13900,FUR-CH-10002965
EG-13900,OFF-LA-10001317
DS-13030,OFF-ST-10000736
DS-13030,TEC-AC-10003610
DS-13030,OFF-BI-10003982
DS-13030,OFF-BI-10003291
DS-13030,FUR-BO-10001619
DS-13030,OFF-BI-10000138
GZ-14470,TEC-AC-10001383
PO-19195,OFF-LA-10003223
PO-19195,OFF-ST-10002743
PO-19195,OFF-BI-10004094
SS-20875,OFF-SU-10004498
SS-20875,OFF-PA-10004971
MH-17785,FUR-TA-10002607
MH-17785,OFF-ST-10001809
PB-19105,TEC-PH-10000004
RF-19735,OFF-BI-10003638
RF-19735,FUR-FU-10003577
RF-19735,OFF-AR-10003478
RF-19735,OFF-BI-10000546
YC-21895,TEC-CO-10002095
MS-17830,FUR-FU-10002759
NB-18655,FUR-TA-10001095
DC-13285,OFF-ST-10002444
DC-13285,TEC-AC-10001267
CP-12340,OFF-BI-10000848
AR-10510,OFF-PA-10003441
JC-16105,OFF-LA-10004484
LH-17020,TEC-PH-10003931
CS-12250,OFF-EN-10001990
CS-12250,OFF-EN-10001532
CS-12250,TEC-AC-10003174
CS-12250,OFF-BI-10004187
CS-12250,OFF-ST-10000025
AJ-10795,FUR-FU-10004306
LE-16810,FUR-CH-10003746
BV-11245,OFF-BI-10001036
BV-11245,TEC-PH-10004614
BV-11245,OFF-BI-10000301
BV-11245,OFF-BI-10003910
BV-11245,OFF-AR-10004648
BV-11245,FUR-FU-10002597
DL-12865,OFF-AR-10003405
NZ-18565,FUR-CH-10002335
NZ-18565,OFF-PA-10000157
NZ-18565,OFF-PA-10001947
NZ-18565,OFF-PA-10003657
BM-11785,OFF-BI-10001098
BM-11785,TEC-AC-10002167
BM-11785,FUR-BO-10004409
BM-11785,TEC-AC-10000057
EA-14035,OFF-EN-10000056
CL-12565,OFF-BI-10000014
LT-17110,FUR-CH-10004675
SA-20830,OFF-BI-10001543
SA-20830,OFF-ST-10001321
SA-20830,OFF-BI-10001132
SA-20830,FUR-CH-10003199
JK-15730,TEC-PH-10001530
ES-14020,OFF-LA-10001569
ES-14020,OFF-PA-10003724
RH-19495,OFF-BI-10000546
DB-13120,OFF-PA-10000176
DB-13120,OFF-PA-10002365
DB-13120,OFF-LA-10002271
CD-11920,FUR-CH-10002647
HW-14935,FUR-FU-10004090
HW-14935,TEC-PH-10001580
HW-14935,OFF-AP-10000576
MC-18130,OFF-PA-10003953
GM-14440,FUR-FU-10000794
RA-19915,OFF-AR-10001897
RA-19915,TEC-PH-10001795
AA-10375,FUR-FU-10003347
AA-10375,TEC-AC-10004901
ZC-21910,OFF-AR-10003190
ZC-21910,FUR-TA-10002903
ZC-21910,OFF-AP-10000240
ZC-21910,TEC-AC-10001101
PJ-19015,FUR-FU-10000794
PJ-19015,TEC-AC-10001838
BW-11110,OFF-PA-10000061
DB-13210,OFF-PA-10003651
CA-12775,OFF-PA-10000304
CA-12775,OFF-BI-10003094
CA-12775,FUR-CH-10001394
CA-12775,OFF-BI-10004230
CA-12775,OFF-PA-10003395
TR-21325,TEC-AC-10002402
TR-21325,OFF-LA-10003223
PG-18820,TEC-AC-10003441
PG-18820,TEC-AC-10000109
GT-14710,OFF-FA-10002280
GT-14710,OFF-SU-10000381
GT-14710,OFF-EN-10004459
JE-15745,FUR-CH-10000665
JE-15745,OFF-AP-10003884
JE-15745,TEC-PH-10001557
JE-15745,TEC-PH-10002085
JB-15400,OFF-AR-10002956
JB-15400,OFF-AP-10003266
JB-15400,TEC-MA-10004002
LH-17020,OFF-BI-10001071
JL-15175,OFF-PA-10001560
EB-13705,TEC-PH-10002365
