"Order ID","Order Date","Ship Date","Ship Mode",Region,"Postal Code","Customer ID",Sales,Quantity,Discount,Profit
US-2016-150147,4/25/2016,4/29/2016,"Second Class",East,19134,JL-15850,108.42,7,1.8,-37.94
CA-2015-137946,9/1/2015,9/4/2015,"Second Class",West,90045,DB-13615,979.1,7,0.6,342.09
CA-2014-129924,7/12/2014,7/17/2014,"Standard Class",West,94122,AC-10420,706.06,5,0.4,-14.66
CA-2014-122336,4/13/2014,4/17/2014,"Second Class",East,19140,JD-15895,558.82,27,1.1,-396.79
US-2015-120712,12/20/2015,12/24/2015,"Standard Class",Central,78745,CS-12130,88.8,4,0.2,-2.22
CA-2017-169901,6/15/2017,6/19/2017,"Standard Class",West,94122,CC-12550,47.98,3,0.2,4.8
CA-2017-134306,7/8/2017,7/12/2017,"Standard Class",East,1852,TD-20995,45.08,7,0,18.79
CA-2016-129714,9/1/2016,9/3/2016,"First Class",East,10009,AB-10060,4438.69,12,0.4,1453.43
CA-2016-138520,4/8/2016,4/13/2016,"Standard Class",East,10035,JL-15505,448.4,17,0.2,21.75
CA-2016-130001,4/23/2016,4/28/2016,"Standard Class",South,28205,HK-14890,36.24,5,0.2,11.32
CA-2017-155698,3/8/2017,3/11/2017,"First Class",South,31907,VB-21745,668.54,10,0,178.37
CA-2017-144904,9/25/2017,10/1/2017,"Standard Class",East,10009,KW-16435,562.03,15,0.1,118.98
CA-2014-123344,9/24/2014,9/29/2014,"Standard Class",West,94109,JD-16060,211.96,4,0,8.48
CA-2016-155516,10/21/2016,10/21/2016,"Same Day",East,6040,MK-17905,1179.27,17,0,311.35
CA-2017-104745,5/29/2017,6/4/2017,"Standard Class",Central,78550,GT-14755,79.34,8,0.4,14.07
US-2014-119137,7/23/2014,7/27/2014,"Standard Class",West,85705,AG-10900,1520.38,24,1.3,144.46
US-2016-134656,9/28/2016,10/1/2016,"First Class",Central,62301,MM-18280,99.14,4,0.2,30.98
US-2017-134481,8/27/2017,9/1/2017,"Standard Class",East,2038,AR-10405,1488.42,7,0.3,-297.68
CA-2015-130792,4/28/2015,5/5/2015,"Standard Class",Central,77095,RA-19915,32.48,6,1,-17.65
CA-2016-134775,10/28/2016,10/29/2016,"First Class",West,94109,AS-10285,100.5,10,0.2,42.82
CA-2015-125395,6/26/2015,6/29/2015,"Second Class",Central,48180,LA-16780,41.9,2,0,8.8
US-2015-168935,11/27/2015,12/2/2015,"Standard Class",South,33024,DO-13435,459.43,6,0.65,-158.06
CA-2015-122756,12/3/2015,12/7/2015,"Standard Class",East,19140,DK-13225,485.3,5,0.9,-336.86
CA-2014-115973,11/24/2014,11/26/2014,"First Class",East,45231,NG-18430,2.62,1,0.2,0.43
CA-2017-101798,12/11/2017,12/15/2017,"Standard Class",East,10009,MV-18190,63.34,6,0.2,21.48
US-2014-135972,9/21/2014,9/23/2014,"Second Class",West,98198,JG-15115,2046.35,5,0.2,729.71
US-2014-134971,6/7/2014,6/10/2014,"Second Class",Central,61604,BP-11095,12.46,3,0.8,-20.56
CA-2017-102946,6/30/2017,7/5/2017,"Standard Class",West,89115,VP-21730,75.79,3,0.2,25.58
CA-2017-165603,10/17/2017,10/19/2017,"Second Class",East,2886,SS-20140,62.92,4,0,15.71
CA-2015-122259,10/31/2015,11/4/2015,"Standard Class",Central,49201,HP-14815,70.12,4,0,21.04
CA-2016-108987,9/8/2016,9/10/2016,"Second Class",Central,77036,AG-10675,2620.94,13,0.92,-345.62
CA-2014-113166,12/24/2014,12/26/2014,"First Class",South,33180,LF-17185,9.57,2,0.2,3.47
CA-2014-155208,4/16/2014,4/20/2014,"Standard Class",South,28403,SP-20650,39.07,6,0.2,9.77
CA-2017-117933,12/24/2017,12/29/2017,"Standard Class",East,10024,RF-19840,35.91,3,0,9.7
CA-2017-117457,12/8/2017,12/12/2017,"Standard Class",West,94110,KH-16510,3955.51,46,0.75,431.82
CA-2017-142636,11/3/2017,11/7/2017,"Standard Class",West,98105,KC-16675,447,11,0.2,92.61
CA-2017-122105,6/24/2017,6/28/2017,"Standard Class",West,92646,CJ-12010,95.92,8,0,25.9
CA-2016-148796,4/14/2016,4/18/2016,"Standard Class",West,90004,PB-19150,383.8,5,0.2,38.38
CA-2017-154816,11/6/2017,11/10/2017,"Standard Class",South,40475,VB-21745,5.78,1,0,2.83
CA-2017-110478,3/4/2017,3/9/2017,"Standard Class",West,90045,SP-20860,24.57,5,0,9.72
CA-2014-142048,6/22/2014,6/25/2014,"First Class",West,80027,JE-15745,196.75,6,0.2,56.57
CA-2017-125388,10/19/2017,10/23/2017,"Standard Class",East,1841,MP-17965,89.26,7,0,23.21
CA-2017-155705,8/21/2017,8/23/2017,"Second Class",South,39212,NF-18385,866.4,4,0,225.26
CA-2017-149160,11/23/2017,11/26/2017,"Second Class",Central,48187,JM-15265,316.32,10,0,149.28
CA-2014-101476,9/12/2014,9/13/2014,"First Class",East,10801,SD-20485,69.99,1,0,30.1
CA-2017-152275,10/1/2017,10/8/2017,"Standard Class",Central,78207,KH-16630,6.67,6,0.2,0.5
US-2016-123750,4/15/2016,4/21/2016,"Standard Class",South,28052,RB-19795,895.06,16,1.3,-14.74
CA-2016-127369,6/6/2016,6/7/2016,"First Class",East,1852,DB-13060,714.3,5,0,207.15
US-2014-150574,12/19/2014,12/25/2014,"Standard Class",South,32216,MK-18160,252.61,7,0.9,-22.27
CA-2016-147375,6/12/2016,6/14/2016,"Second Class",Central,60623,PO-19180,1321.47,10,0.5,156.84
CA-2017-130043,9/15/2017,9/19/2017,"Standard Class",Central,77070,BB-11545,31.87,8,0.2,11.55
CA-2017-157252,1/20/2017,1/23/2017,"Second Class",East,10024,CV-12805,207.85,3,0.1,2.31
CA-2016-115756,9/5/2016,9/7/2016,"Second Class",Central,48227,PK-19075,543.1,17,0,87.37
CA-2017-154214,3/20/2017,3/25/2017,"Second Class",Central,47201,TB-21595,2.91,1,0,1.37
CA-2016-166674,4/1/2016,4/3/2016,"Second Class",East,13021,RB-19360,560.78,22,0,116.35
CA-2017-147277,10/20/2017,10/24/2017,"Standard Class",East,44312,EB-13705,949.77,4,0.6,-9.29
CA-2016-100153,12/13/2016,12/17/2016,"Standard Class",Central,73071,KH-16630,63.88,4,0,24.91
US-2014-110674,2/12/2014,2/18/2014,"Standard Class",West,94521,SC-20095,129.57,2,0.2,-24.29
US-2016-157945,9/26/2016,10/1/2016,"Standard Class",Central,62521,NF-18385,756.49,5,0.5,-92.77
CA-2015-109638,12/15/2015,12/22/2015,"Standard Class",West,98115,JH-15985,1055.14,16,0.2,432.93
CA-2016-109869,4/22/2016,4/29/2016,"Standard Class",West,85023,TN-21040,1588.32,20,1.8,-857.19
US-2015-101399,1/17/2015,1/24/2015,"Standard Class",Central,60068,JS-15940,254.74,7,0.6,-312.06
CA-2017-154907,3/31/2017,4/4/2017,"Standard Class",Central,79109,DS-13180,205.33,2,0.32,-36.24
US-2016-100419,12/16/2016,12/20/2016,"Second Class",Central,60610,CC-12670,4.79,3,0.8,-7.9
CA-2015-154144,12/20/2015,12/24/2015,"Standard Class",East,11757,MH-17785,55.48,1,0,26.63
CA-2014-144666,11/9/2014,11/11/2014,"Second Class",West,94110,JP-15520,1454.92,20,0.35,172.39
CA-2016-103891,7/12/2016,7/19/2016,"Standard Class",West,90008,KH-16690,95.76,6,0.2,7.18
CA-2016-152632,10/27/2016,11/2/2016,"Standard Class",East,12180,JE-15475,40.2,3,0,19.3
CA-2016-100790,6/26/2016,7/2/2016,"Standard Class",East,10024,JG-15805,718.95,10,0,91.12
CA-2014-134677,10/6/2014,10/10/2014,"Standard Class",West,92024,XP-21865,9.09,3,0,1.91
CA-2014-127691,7/22/2014,7/27/2014,"Standard Class",East,10024,EM-14065,165.94,4,0,59.26
CA-2017-140963,6/10/2017,6/13/2017,"First Class",West,90045,MT-18070,823.72,12,0.35,2.05
CA-2014-154627,10/29/2014,10/31/2014,"First Class",Central,60610,SA-20830,2735.95,6,0.2,341.99
CA-2014-133753,6/9/2014,6/13/2014,"Second Class",Central,77340,CW-11905,142.34,5,0.6,17.15
CA-2014-113362,9/14/2014,9/19/2014,"Standard Class",East,14609,AJ-10960,460.22,8,0,14.08
CA-2016-169166,5/9/2016,5/14/2016,"Standard Class",West,98115,SS-20590,93.98,2,0,13.16
US-2016-120929,3/18/2016,3/21/2016,"Second Class",South,38109,RO-19780,189.88,3,0.4,-94.94
CA-2015-134782,12/27/2015,12/31/2015,"Standard Class",South,72701,MD-17350,105.42,2,0,51.66
CA-2016-126158,7/25/2016,7/31/2016,"Standard Class",West,92627,SC-20095,686.24,23,0.4,163.2
US-2016-105578,5/30/2016,6/4/2016,"Standard Class",West,80134,MY-17380,874.31,10,2.5,33.04
CA-2017-134978,11/12/2017,11/15/2017,"Second Class",East,10024,EB-13705,15.92,5,0.2,5.37
CA-2015-145352,3/16/2015,3/22/2015,"Standard Class",South,30318,CM-12385,6412.77,12,0,3192.07
CA-2017-135307,11/26/2017,11/27/2017,"First Class",Central,64118,LS-17245,164.34,5,0,52.59
CA-2016-106341,10/20/2016,10/23/2016,"First Class",East,43055,LF-17185,7.15,3,0.2,0.72
CA-2017-163405,12/21/2017,12/25/2017,"Standard Class",West,90049,BN-11515,12.51,5,0,3.5
CA-2017-127432,1/22/2017,1/27/2017,"Standard Class",West,59405,AD-10180,4189.38,13,0,1455.55
CA-2015-157812,3/22/2015,3/26/2015,"Standard Class",Central,77041,DB-13210,162.07,12,1.2,-41.79
CA-2017-145142,1/23/2017,1/25/2017,"First Class",Central,48234,MC-17605,210.98,2,0,21.1
US-2016-139486,5/21/2016,5/23/2016,"First Class",West,90032,LH-17155,121.44,5,0.2,14.75
CA-2015-158792,12/26/2015,1/2/2016,"Standard Class",East,1841,BD-11605,22.2,5,0,10.43
CA-2017-113558,10/21/2017,10/26/2017,"Standard Class",South,33801,PH-18790,729.65,6,0.4,47.89
US-2015-138303,9/3/2015,9/7/2015,"Standard Class",East,19134,MG-18145,755.1,10,0.6,-137.48
CA-2015-102848,11/7/2015,11/9/2015,"Second Class",West,90036,KB-16240,190.72,1,0.2,11.92
US-2017-129441,9/7/2017,9/11/2017,"Standard Class",West,90032,JC-15340,47.94,3,0,2.4
CA-2016-168753,5/29/2016,6/1/2016,"Second Class",South,36116,RL-19615,1002.7,10,0,285.76
CA-2016-126613,7/10/2016,7/16/2016,"Standard Class",West,85204,AA-10375,16.77,2,0.2,1.47
US-2017-122637,9/3/2017,9/8/2017,"Second Class",Central,60653,EP-13915,42.62,7,0.8,-68.19
CA-2015-147851,12/3/2015,12/8/2015,"Standard Class",East,10009,MP-17470,10.75,4,0.2,3.36
CA-2015-134894,12/7/2015,12/11/2015,"Standard Class",South,42420,DK-12985,436.86,7,0,112.27
CA-2014-140795,2/1/2014,2/3/2014,"First Class",Central,54302,BD-11500,468.9,6,0,206.32
CA-2016-136924,7/14/2016,7/17/2016,"First Class",West,85705,ES-14080,380.86,8,0.2,38.09
US-2015-120161,12/18/2015,12/23/2015,"Standard Class",East,45503,LM-17065,646.78,9,0.2,-145.52
CA-2014-103849,5/11/2014,5/16/2014,"Standard Class",Central,76106,PG-18895,225.02,7,1,-70.73
CA-2017-162929,11/19/2017,11/22/2017,"First Class",East,10035,AS-10135,54.64,8,0.2,20.34
CA-2015-113173,11/15/2015,11/17/2015,"Second Class",Central,60653,DK-13225,270.36,17,1.2,-3.15
